N,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross
2593,5/22/2009,Easy Virtue,14000000,2656784,12656784
2594,3/31/1995,Jefferson in Paris,14000000,2461628,2461628
2595,8/6/2010,Flipped,14000000,1755212,1755212
2596,1/1/1978,Caravans,14000000,1000000,1000000
2597,6/25/2010,Les herbes folles,14000000,403952,1903952
2598,1/24/2003,Amen,14000000,274299,274299
2599,9/26/2008,The Lucky Ones,14000000,266967,266967
2600,9/30/2011,Margaret,14000000,47185,47185
2601,12/9/2005,Brokeback Mountain,13900000,83043761,177012173
2602,7/1/1995,Clueless,13700000,56598476,56598476
2603,3/30/1990,Teenage Mutant Ninja Turtles,13500000,135265915,202000000
2604,10/5/1956,The Ten Commandments,13500000,80000000,80000000
2605,11/8/2002,Far From Heaven,13500000,15901849,29027914
2606,10/12/2012,Seven Psychopaths,13500000,15024049,23492318
2607,11/22/2000,Quills,13500000,7060876,11732088
2608,1/29/1982,The Border,13500000,6118683,6118683
2609,2/18/2005,Downfall,13500000,5501940,93631742
2610,3/2/2001,The Caveman's Valentine,13500000,687081,892506
2611,4/1/2011,The Last Godfather,13400000,164247,164247
2612,12/17/2004,Mar adentro,13300000,2086345,39686345
2613,9/12/2014,No Good Deed,13200000,52326233,53598584
2614,12/23/1987,Good Morning Vietnam,13000000,123922370,123922370
2615,12/3/2010,Black Swan,13000000,106954678,331266710
2616,1/12/2001,Save the Last Dance,13000000,91038276,131638276
2617,2/9/2011,Justin Bieber: Never Say Never,13000000,73013910,99034125
2618,2/11/2000,Snow Day,13000000,60008303,62452927
2619,1/23/2004,The Butterfly Effect,13000000,57924679,96046844
2620,12/11/1974,The Godfather: Part II,13000000,57300000,57300000
2621,7/17/1987,RoboCop,13000000,53424681,53424681
2622,3/15/2013,The Call,13000000,51872378,58938768
2623,8/19/1988,A Nightmare on Elm Street 4: The Dream Master,13000000,49369899,49369899
2624,11/21/2007,This Christmas,13000000,49121934,49733545
2625,2/14/2014,About Last Night,13000000,48637684,48637684
2626,12/15/2000,"Dude, Where's My Car?",13000000,46729374,73180297
2627,8/12/1988,Young Guns,13000000,44726644,44726644
2628,7/2/2014,Earth to Echo,13000000,38918553,38918553
2629,3/31/1999,Ten Things I Hate About You,13000000,38177966,60414025
2630,5/10/2002,The New Guy,13000000,28972187,28972187
2631,2/5/1993,Loaded Weapon 1,13000000,27979399,27979399
2632,3/12/1999,Baby Geniuses,13000000,27151490,27151490
2633,4/24/1998,The Big Hit,13000000,27066941,27066941
2634,11/9/1990,Child's Play 2,13000000,26904572,34166572
2635,7/10/1996,Harriet the Spy,13000000,26570048,26570048
2636,3/1/2013,21 and Over,13000000,25682380,42195766
2637,11/21/2007,The Mist,13000000,25593755,54777490
2638,10/29/1999,Being John Malkovich,13000000,22858926,32382381
2639,9/7/2001,Two Can Play That Game,13000000,22235901,22391450
2640,3/22/2013,Admission,13000000,18007317,18733666
2641,9/21/2012,The Perks of Being a Wallflower,13000000,17742948,33384127
2642,6/29/2001,crazy/beautiful,13000000,16929123,19929123
2643,8/28/1998,54,13000000,16757163,16757163
2644,12/20/2006,Letters from Iwo Jima,13000000,13756082,68756082
2645,5/29/2009,Män som hatar kvinnor,13000000,12749992,109421911
2646,2/23/2007,The Astronaut Farmer,13000000,11003643,11141213
2647,6/12/1998,Dirty Work,13000000,10020081,10020081
2648,5/8/1998,Woo,13000000,8064972,8064972
2649,4/13/1994,Serial Mom,13000000,7881335,7881335
2650,8/4/1999,Dick,13000000,6276869,6276869
2651,11/10/1999,Light It Up,13000000,5871603,5871603
2652,8/24/2001,Bubble Boy,13000000,5002310,5002310
2653,2/1/2002,Birthday Girl,13000000,4919896,8130727
2654,5/4/2007,"Paris, je t'aime",13000000,4857374,4857374
2655,8/24/2007,Resurrecting the Champ,13000000,3172382,3260555
2656,3/26/2010,Chloe,13000000,3075255,9675172
2657,3/2/2001,The Widow of St. Pierre,13000000,3058380,3058380
2658,4/5/1996,Faithful,13000000,2104439,2104439
2659,2/26/2010,Un Prophète,13000000,2087720,19910624
2660,12/3/2010,"I Love You, Phillip Morris",13000000,2037459,15144685
2661,3/17/2006,Find Me Guilty,13000000,1173673,1788077
2662,5/14/1993,Excessive Force,13000000,1152117,1152117
2663,10/13/2006,Infamous,13000000,1151330,2613717
2664,7/29/2011,Attack the Block,13000000,1024175,5406422
2665,12/29/2000,The Claim,13000000,622023,1596672
2666,6/18/2010,The Killer Inside Me,13000000,217277,3617277
2667,3/30/2012,Womb,13000000,0,0
2668,2/27/2015,The Vatican Tapes,13000000,0,0
2669,7/12/2002,Crocodile Hunter: Collision Course,12500000,28436931,33436931
2670,9/3/2010,Machete,12500000,26593646,44331957
2671,12/19/2002,Antwone Fisher,12500000,21078145,23367586
2672,2/12/1982,La Guerre du feu,12500000,20959585,20959585
2673,11/22/2002,The Emperor's Club,12500000,14060950,16193713
2674,9/10/1993,True Romance,12500000,12281000,12281000
2675,9/11/2009,Sorority Row,12500000,11965282,26735797
2676,9/30/1992,Glengarry Glen Ross,12500000,10725228,10725228
2677,11/7/2008,The Boy in the Striped Pajamas,12500000,9046156,44083403
2678,4/2/1982,Cat People,12500000,7000000,21000000
2679,5/25/1979,The Prisoner of Zenda,12500000,7000000,7000000
2680,10/15/2010,Conviction,12500000,6797696,10133552
2681,10/12/2007,Lars and the Real Girl,12500000,5956480,10553442
2682,5/21/2010,Solitary Man,12500000,4360548,4360548
2683,9/22/2000,Dancer in the Dark,12500000,4157491,45557491
2684,12/17/2010,Casino Jack,12500000,2039869,2080869
2685,12/31/1997,Oscar and Lucinda,12500000,1612957,1612957
2686,11/1/1996,The Funeral,12500000,1212799,1412799
2687,9/3/2004,Tae Guik Gi: The Brotherhood of War,12500000,1110186,69826708
2688,4/16/2010,The Perfect Game,12500000,1089445,3931367
2689,11/18/1988,The Land Before Time,12300000,48092846,81972846
2690,6/20/1975,Jaws,12000000,260000000,470700000
2691,12/26/1973,The Exorcist,12000000,204868002,402735134
2692,6/6/2014,The Fault in Our Stars,12000000,124872350,303572350
2693,7/9/1999,American Pie,12000000,101800948,234723148
2694,4/20/2012,Think Like a Man,12000000,91547205,96155124
2695,4/16/2014,Heaven is for Real,12000000,91386097,101233699
2696,6/4/1982,Star Trek II: The Wrath of Khan,12000000,79912963,96800000
2697,12/12/1986,The Golden Child,12000000,79817937,79817937
2698,9/13/2002,Barbershop,12000000,75781642,77081642
2699,6/3/1983,War Games,12000000,74433837,74433837
2700,2/4/1994,Ace Ventura: Pet Detective,12000000,72217396,107217396
2701,2/24/2012,Act of Valor,12000000,70012847,82497035
2702,2/8/1985,Witness,12000000,65532576,65532576
2703,8/11/2006,Step Up,12000000,65328121,110989157
2704,2/3/2012,Chronicle,12000000,64575175,127075175
2705,12/20/1996,Beavis and Butt-head Do America,12000000,63118386,63118386
2706,1/1/1970,Patton,12000000,62500000,62500000
2707,3/2/2012,Project X,12000000,54731865,96731865
2708,12/25/1997,Jackie Brown,12000000,39673162,74727492
2709,11/18/1983,Yentl,12000000,39012241,39012241
2710,4/25/2008,Harold & Kumar Escape from Guantanamo Bay,12000000,38108728,43231984
2711,11/22/2013,Philomena,12000000,37709979,79037621
2712,11/6/1981,Time Bandits,12000000,37400000,37400000
2713,2/15/2002,Crossroads,12000000,37188667,57000000
2714,10/10/2008,Quarantine,12000000,31691811,41291811
2715,8/21/2002,One Hour Photo,12000000,31597131,52223306
2716,2/1/2008,The Eye,12000000,31418697,56918697
2717,4/7/2004,Johnson Family Vacation,12000000,31203964,31462753
2718,12/21/2001,How High,12000000,31155435,31260435
2719,10/7/1960,Spartacus,12000000,30000000,60000000
2720,9/1/2006,Crank,12000000,27838408,43924923
2721,12/11/1992,The Muppet Christmas Carol,12000000,27281507,27281507
2722,10/25/2002,Frida,12000000,25885000,55710675
2723,7/5/2012,Katy Perry: Part of Me 3D,12000000,25326071,30226071
2724,11/24/2010,Faster,12000000,23240020,35658648
2725,9/11/1998,Rounders,12000000,22921898,22921898
2726,4/28/1967,Casino Royale,12000000,22744718,41744718
2727,6/15/1979,Prophecy,12000000,22673340,22673340
2728,5/14/2010,Just Wright,12000000,21540363,22054075
2729,9/10/1999,A Stir of Echoes,12000000,21133087,21133087
2730,1/13/1995,Tales from the Crypt: Demon Knight,12000000,21089146,21089146
2731,1/1/1978,The Boys from Brazil,12000000,19000000,19000000
2732,3/11/2005,The Upside of Anger,12000000,18761993,28915761
2733,3/3/2006,Aquamarine,12000000,18597342,22978953
2734,11/15/2013,Nebraska,12000000,17654912,24761360
2735,1/9/2004,My Baby's Daddy,12000000,17321573,17322212
2736,10/5/2001,Max Keeble's Big Move,12000000,17292381,17292381
2737,12/9/2011,Young Adult,12000000,16311571,22750356
2738,11/1/2013,About Time,12000000,15323921,88533427
2739,8/6/1997,Def Jam's How To Be a Player,12000000,14010363,14010363
2740,10/30/1998,Living Out Loud,12000000,12905901,12905901
2741,10/3/2008,Rachel Getting Married,12000000,12796861,13326864
2742,3/20/1981,The Postman Always Rings Twice,12000000,12200000,44200000
2743,12/12/2003,Girl with a Pearl Earring,12000000,11634362,43281552
2744,2/10/1982,Das Boot,12000000,11487676,84970337
2745,12/3/2004,House of Flying Daggers,12000000,11050094,92863945
2746,3/22/2002,Sorority Boys,12000000,10198766,12516222
2747,12/5/2008,Cadillac Records,12000000,8138000,8138000
2748,9/14/2012,Arbitrage,12000000,7919574,26685784
2749,10/24/1960,The Alamo,12000000,7900000,7900000
2750,5/12/2000,Screwed,12000000,6982680,6982680
2751,10/20/2006,Running With Scissors,12000000,6860000,8706701
2752,9/3/1993,Fortress,12000000,6730578,46730578
2753,6/1/2012,For Greater Glory,12000000,5669081,10026255
2754,11/17/2006,For Your Consideration,12000000,5549923,5549923
2755,11/20/1998,Celebrity,12000000,5078660,6200000
2756,6/20/2003,From Justin to Kelly,12000000,4922166,4922166
2757,6/6/1986,Invaders from Mars,12000000,4884663,4984663
2758,3/22/1996,Girl 6,12000000,4880941,4880941
2759,10/22/2003,In the Cut,12000000,4717455,23693646
2760,2/22/2008,Charlie Bartlett,12000000,3950294,5295909
2761,2/13/2009,Two Lovers,12000000,3149034,16349034
2762,2/15/2002,Last Orders,12000000,2326407,2326407
2763,3/9/2007,Gwoemul,12000000,2201923,92618117
2764,11/13/1981,The Pursuit of D.B. Cooper,12000000,2104164,2104164
2765,3/19/1999,Ravenous,12000000,2062406,2062406
2766,6/14/2002,The Dangerous Lives of Altar Boys,12000000,1779284,1779284
2767,3/7/2008,Married Life,12000000,1506998,1506998
2768,8/5/2005,2046,12000000,1442338,19202856
2769,9/30/2005,Duma,12000000,870067,994790
2770,6/4/2010,Ondine,12000000,550472,550472
2771,7/20/2001,Brother,12000000,450594,450594
2772,10/4/2002,Welcome to Collinwood,12000000,378650,378650
2773,4/18/2008,Life Before Her Eyes,12000000,303439,7203439
2774,10/31/1997,Critical Care,12000000,220175,220175
2775,9/28/2007,Trade,12000000,214202,1513388
2776,1/6/2006,Fateless,12000000,196857,196857
2777,9/3/2010,San qiang pai an jing qi,12000000,190946,310946
2778,9/17/1999,Breakfast of Champions,12000000,178287,178287
2779,3/9/2001,Company Man,12000000,146028,622273
2780,5/11/2011,Nanjing! Nanjing!,12000000,122558,20122558
2781,8/19/2011,5 Days of War,12000000,17479,17479
2782,12/31/2011,Tu Xia Chuan Qi,12000000,0,1828400
2783,9/15/2009,Triangle,12000000,0,1595168
2784,10/19/2013,Supesu Batorushippu Yamato,12000000,0,0
2785,10/3/2014,Drive Hard,12000000,0,0
2786,12/10/1999,Diamonds,11900000,81897,81897
2787,3/20/1998,Madadayo,11900000,48856,48856
2788,4/21/1989,Pet Sematary,11500000,57469179,57469179
2789,11/27/2009,The Cry of the Owl,11500000,0,0
2790,10/9/2009,St. Trinian's,11400000,15000,22446568
2791,5/25/1977,Star Wars Ep. IV: A New Hope,11000000,460998007,797900000
2792,6/8/1984,Gremlins,11000000,148168459,148168459
2793,12/22/1965,Doctor Zhivago,11000000,111721000,111721000
2794,12/10/2010,The Fighter,11000000,93617009,129262388
2795,10/24/2008,High School Musical 3: Senior Year,11000000,90559416,274392880
2796,9/22/2006,Jackass: Number Two,11000000,72778712,85278712
2797,3/13/1992,My Cousin Vinny,11000000,52929168,52929168
2798,8/22/2014,If I Stay,11000000,50334270,75234270
2799,4/7/1989,Major League,11000000,49793054,49793054
2800,4/4/2003,Phone Booth,11000000,46566212,97837138
2801,1/25/2002,A Walk to Remember,11000000,41227069,46060915
2802,12/29/1995,Dead Man Walking,11000000,39387284,83088295
2803,3/5/1999,Cruel Intentions,11000000,38230075,75803716
2804,10/17/2008,The Secret Life of Bees,11000000,37770162,39984023
2805,6/12/1981,History of the World: Part I,11000000,31672000,31672000
2806,10/23/2009,Saw VI,11000000,27693292,69752402
2807,10/12/2001,Corky Romano,11000000,23978402,23978402
2808,8/7/1992,Raising Cain,11000000,21171695,21171695
2809,4/13/1978,F.I.S.T,11000000,20388920,20388920
2810,1/1/1975,Barry Lyndon,11000000,20000000,20000000
2811,1/11/2013,Quartet,11000000,18388357,49323093
2812,11/21/2001,Out Cold,11000000,13906394,14786394
2813,10/13/2000,The Ladies Man,11000000,13592872,13719474
2814,3/30/2001,Tomcats,11000000,13558739,13558739
2815,12/6/2013,Inside Llewyn Davis,11000000,13248360,15948360
2816,4/12/2002,Frailty,11000000,13110448,19947280
2817,2/19/1993,Army of Darkness,11000000,11502976,21502976
2818,11/12/2004,Kinsey,11000000,10214647,13000959
2819,12/25/1993,What's Eating Gilbert Grape,11000000,9170214,9170214
2820,2/1/2002,Slackers,11000000,4814244,4814244
2821,9/26/2003,The Gospel of John,11000000,4068087,4246765
2822,10/10/2004,Vera Drake,11000000,3753806,13353855
2823,1/31/2003,The Guru,11000000,3051221,23788368
2824,12/14/1995,Othello,11000000,2844379,2844379
2825,5/12/1995,The Perez Family,11000000,2794056,2794056
2826,1/1/1970,The Molly Maguires,11000000,2200000,2200000
2827,1/1/1991,Return to the Blue Lagoon,11000000,2000000,2000000
2828,9/7/2007,Romance and Cigarettes,11000000,551002,3231251
2829,11/10/2006,Copying Beethoven,11000000,355968,355968
2830,8/26/2011,Brighton Rock,11000000,229653,229653
2831,5/4/2012,LOL,11000000,0,10431506
2832,10/24/2008,Saw V,10800000,56746769,118209778
2833,4/27/2007,Jindabyne,10800000,399879,2862544
2834,8/11/2006,Kabhi Alvida Naa Kehna,10750000,3275443,32575443
2835,6/4/1982,Poltergeist,10700000,74706019,121706019
2836,6/18/1999,An Ideal Husband,10700000,18542974,31341183
2837,12/25/2004,Darkness,10600000,22163442,34409206
2838,6/11/1982,ET: The Extra-Terrestrial,10500000,435110554,792965326
2839,4/2/1968,2001: A Space Odyssey,10500000,56700000,68700000
2840,4/20/2007,In the Land of Women,10500000,11052958,14140402
2841,12/31/1994,There Goes My Baby,10500000,125169,125169
2842,2/20/2004,The Blue Butterfly,10400000,1610194,1610194
2843,11/2/2001,Le Fabuleux destin d'Amélie Poulain,10350000,33201661,174201661
2844,4/30/2010,Housefull,10100000,1183658,18726300
2845,8/24/2007,September Dawn,10100000,1066555,1066555
2846,12/5/1997,Good Will Hunting,10000000,138433435,225933435
2847,10/22/2004,The Grudge,10000000,110359362,187281115
2848,6/26/1981,Stripes,10000000,85300000,85300000
2849,10/27/2006,Saw III,10000000,80238724,163876815
2850,8/25/2000,Bring it On,10000000,68353550,90453550
2851,1/29/1999,She's All That,10000000,63465522,63465522
2852,10/26/2007,Saw IV,10000000,63300095,135759694
2853,2/24/2006,Madea's Family Reunion,10000000,63257940,63308879
2854,1/7/2005,White Noise,10000000,56094360,92094360
2855,10/17/1986,The Color of Money,10000000,52293000,52293000
2856,10/2/1992,The Mighty Ducks,10000000,50752337,50752337
2857,11/6/2009,Precious (Based on the Novel Push by Sapphire),10000000,47566524,68722848
2858,5/4/2012,The Best Exotic Marigold Hotel,10000000,46383639,134729347
2859,2/17/1989,Bill & Ted's Excellent Adventure,10000000,40485039,40485039
2860,10/4/1962,The Longest Day,10000000,39100000,50100000
2861,2/16/1996,Happy Gilmore,10000000,38623460,41004412
2862,8/31/2001,Jeepers Creepers,10000000,37904175,58939035
2863,12/11/1968,Oliver!,10000000,37402877,37402877
2864,2/16/2001,Recess: School's Out,10000000,36696761,44451470
2865,7/10/1985,Mad Max Beyond Thunderdome,10000000,36230219,36230219
2866,11/3/1977,Pete's Dragon,10000000,36000000,36000000
2867,10/4/1985,Commando,10000000,35073978,35073978
2868,9/17/2010,Devil,10000000,33679655,63354114
2869,11/22/2002,Friday After Next,10000000,33253609,33526835
2870,3/6/1992,The Lawnmower Man,10000000,32100816,32100816
2871,10/3/2008,Nick and Norah's Infinite Playlist,10000000,31487293,33544594
2872,11/12/1999,Dogma,10000000,30651422,43948865
2873,9/20/2002,The Banger Sisters,10000000,30306281,38067218
2874,12/8/2000,Snatch,10000000,30093107,83593107
2875,5/19/1989,Road House,10000000,30050028,30050028
2876,6/24/1983,Twilight Zone: The Movie,10000000,29500000,29500000
2877,11/23/1994,A Low Down Dirty Shame,10000000,29317886,29317886
2878,8/30/2013,One Direction: This is Us,10000000,28873374,68541786
2879,9/6/2002,Swimfan,10000000,28564995,34364995
2880,10/6/2006,Employee of the Month,10000000,28444855,38364855
2881,11/6/2009,The Fourth Kind,10000000,26218170,49486874
2882,3/25/1983,The Outsiders,10000000,25697647,25697647
2883,6/12/1998,Can't Hardly Wait,10000000,25358996,25358996
2884,8/17/2012,Sparkle,10000000,24397469,24660323
2885,4/26/2013,Mud,10000000,21590086,24578405
2886,11/12/2010,Skyline,10000000,21416355,78693371
2887,10/21/1983,The Dead Zone,10000000,20766000,20766000
2888,2/2/2001,Valentine,10000000,20384136,20384136
2889,2/23/2007,Reno 911!: Miami,10000000,20342161,21851362
2890,7/24/1998,Jane Austen's Mafia,10000000,19843795,30143795
2891,2/25/1994,Sugar Hill,10000000,18272447,18272447
2892,6/20/2008,Kit Kittredge: An American Girl,10000000,17657973,17657973
2893,9/23/2005,Roll Bounce,10000000,17380866,17500866
2894,12/11/1998,Rushmore,10000000,17105219,19080435
2895,1/19/1990,Tremors,10000000,16667084,16667084
2896,6/17/2005,The Perfect Man,10000000,16535005,19535005
2897,8/3/1990,Mo' Better Blues,10000000,16153000,16153000
2898,1/25/2002,Kung Pow: Enter the Fist,10000000,16033556,17033556
2899,5/30/2003,Wrong Turn,10000000,15417771,28649556
2900,5/16/1980,The Long Riders,10000000,15198912,15198912
2901,3/12/1999,The Corruptor,10000000,15164492,15164492
2902,8/14/2009,"The Goods: Live Hard, Sell Hard",10000000,15122676,15297318
2903,6/28/2002,Hey Arnold! The Movie,10000000,13684949,13684949
2904,12/30/2005,The Matador,10000000,12589255,17300838
2905,3/14/1997,Love Jones,10000000,12554569,12554569
